date,model_version,code,name,close,return_5d,return_20d,momentum_acceleration,ma25_distance,volume_ratio_20d,drawdown_252d_high,peak_age,higher_low,ma5_rising,volatility_contracting,long_adjustment,high_base,early_price_setup,confirm_setup,early_grade,margin_data_available,margin_date,margin_buy_latest,margin_sell_latest,margin_buy_change_4obs_pct,margin_buy_change_13obs_pct,strategy,reason
2026-08-28,7.1-EARLY-RESEARCH-R2,9001,東武鉄道,2975.0,-1.293961512939612,-5.2849411015600145,0.027273762450391592,-1.0332461760577005,2.69100129168062,-8.0655129789864,21,True,False,True,False,True,False,False,B,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 出来高2.7倍 / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,2502,アサヒグループホールディングス,1670.5,-0.5950609937518614,-4.488279016580899,0.5270087603933633,-0.5382426140490781,1.7766880631082123,-14.943991853360494,239,True,False,True,False,True,False,False,B,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 出来高1.8倍 / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,9023,東京地下鉄,1474.0,-0.40540540540540126,-1.7333333333333312,0.02792792792793153,0.5813794797608907,0.608079701005251,-17.928730512249448,249,True,True,True,True,False,False,False,B,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7004,カナデビア,1186.0,-0.2523128679562614,0.9361702127659521,-0.48635542114774943,-1.7463631242336852,1.6244663932367958,-21.716171617161717,75,True,True,True,True,False,False,False,B,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 出来高1.6倍 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,9022,東海旅客鉄道,3935.0,-0.025406504065039748,-5.725922376617154,1.4060740900892488,0.32327805992371506,0.9212415773776649,-18.530020703933747,128,True,True,True,True,False,False,False,B,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,4183,三井化学,2145.5,0.11665888940737279,1.6102296945299521,-0.28589853422511524,-0.3973891163662979,0.8182777528385655,-46.602787456445995,181,True,True,True,True,False,False,False,B,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,4519,中外製薬,7033.0,0.3137926116103307,-0.5374063074529811,0.44814418847357596,0.9960308114721483,0.8130304701870372,-34.271028037383175,125,True,False,True,True,False,False,False,B,False,,,,,,NONE,長期調整後 / 安値切り上げ / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,6971,京セラ,3625.0,0.47117516629711087,2.1126760563380254,-0.05699384778739547,-2.2563283971655634,0.8938419857340011,-9.803433689972628,37,True,True,True,False,True,False,False,B,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7261,マツダ,1216.0,0.703933747412,-0.36870135190495423,0.7961090853882385,3.350388413877514,0.7943240712728157,-12.831541218637987,129,True,True,True,False,True,False,False,B,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善
2026-08-28,7.1-EARLY-RESEARCH-R2,8233,高島屋,2400.5,0.7343684431388997,4.711014176663042,-0.4433851010268608,3.4092083950787444,1.2310447363883588,-7.973931378186694,43,True,True,True,False,True,False,False,B,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 出来高1.2倍
2026-08-28,7.1-EARLY-RESEARCH-R2,3101,東洋紡,1641.0,0.7366482504604033,12.013651877133103,-2.2667647188228726,2.3016308413545516,0.6755429444505074,-15.629820051413878,62,True,True,True,True,False,False,False,B,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,6526,ソシオネクスト,2005.0,0.7537688442211143,5.888566147346186,-0.7183726926154321,-1.554505906729653,0.8542679439746468,-42.56659982812948,200,True,True,True,True,False,False,False,B,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,3405,クラレ,1856.5,0.9516041326808056,-1.328727079457881,1.2837859025452758,0.23648575686241458,1.3418274548643734,-11.087164750957857,14,False,True,True,False,False,False,False,B,False,,,,,,NONE,5日線上向き / 出来高1.3倍 / 勢い改善 / 25日線付近
